card_type,ATM,ECOMMERCE,POS
Credit,0.040036396724294813,0.0381633870005963,0.0228310502283105
Debit,0.016964285714285713,0.010229570595931962,0.005584309452465268
Prepaid,0.0989010989010989,0.06423711221312421,0.0389731311519021
